image_id,ground_truth,prediction,density_sum,confidence_score,local_variance,correlation_score,high_density_peaks,medium_density_peaks,low_density_peaks,total_unique_peaks,error,squared_error
546.jpg,1,0.12974320352077484,0.12974320352077484,0.8815786,0.23684275,1.0,1,1,1,1,0.8702567964792252,0.7573468918182835
089.jpg,5,0.020313922315835953,0.020313922315835953,0.5806627,0.7186746,0.88,4,5,5,5,4.979686077684164,24.797273432281493
483.jpg,38,23.08674430847168,23.08674430847168,0.7801579,0.009684156,0.5700000000000001,11,12,20,20,14.91325569152832,222.40519532090184
311.jpg,12,11.621549606323242,11.621549606323242,0.88658345,0.004610961,0.7777777777777778,7,7,9,9,0.3784503936767578,0.14322470047409297
025.jpg,4,0.30984121561050415,0.30984121561050415,0.49355707,0.17955257,0.16666666666666663,2,2,12,12,3.690158784389496,13.617271854006962
058.jpg,10,6.682189464569092,6.682189464569092,0.6561582,0.02681404,0.3391304347826087,7,9,23,23,3.317810535430908,11.00786674901633
226.jpg,4,14.741324424743652,14.741324424743652,0.6750709,0.016524982,0.36666666666666664,4,5,12,12,10.741324424743652,115.37605039759455
024.jpg,4,0.019129015505313873,0.019129015505313873,0.39959317,0.62938505,0.4285714285714286,3,3,7,7,3.980870984494686,15.847333795191691
012.jpg,4,0.1594298779964447,0.1594298779964447,0.4283185,0.318363,0.175,1,2,8,8,3.8405701220035553,14.749978862026403
236.jpg,1,22.653261184692383,22.653261184692383,0.5215213,0.047866553,0.09090909090909091,2,2,22,22,21.653261184692383,468.8637199325058
204.jpg,5,0.02030179463326931,0.02030179463326931,0.51919216,0.794949,0.8333333333333334,5,5,6,6,4.979698205366731,24.797394216532638
560.jpg,12,9.891477584838867,9.891477584838867,0.6016678,0.08416438,0.2875,3,7,16,16,2.108522415161133,4.4458667752369365
229.jpg,1,6.278709888458252,6.278709888458252,0.6498123,0.03370874,0.33333333333333337,3,3,9,9,5.278709888458252,27.86477808650693
267.jpg,18,13.956068992614746,13.956068992614746,0.8077417,0.009516608,0.625,10,10,16,16,4.043931007385254,16.353377992491914
016.jpg,4,0.0728270635008812,0.0728270635008812,0.41403395,0.6219321,0.45000000000000007,1,3,4,4,3.927172936499119,15.422687273171112
540.jpg,2,0.007303605787456036,0.007303605787456036,0.5555241,0.35561842,0.4666666666666667,1,2,3,3,1.992696394212544,3.9708389195076745
227.jpg,1,5.426913261413574,5.426913261413574,0.63321704,0.01928024,0.2857142857142857,2,2,7,7,4.426913261413574,19.59756102407937
399.jpg,32,23.716407775878906,23.716407775878906,0.8064707,0.0037252763,0.6166666666666667,7,8,12,12,8.283592224121094,68.61790013551945
575.jpg,8,1.4463094472885132,1.4463094472885132,0.6536269,0.13719061,0.4444444444444444,4,4,9,9,6.553690552711487,42.950859860699794
490.jpg,39,38.04704284667969,38.04704284667969,0.6908207,0.0040729446,0.38571428571428573,5,6,14,14,0.9529571533203125,0.9081273360643536
325.jpg,16,9.267546653747559,9.267546653747559,0.65298605,0.014027847,0.31999999999999995,6,7,20,20,6.732453346252441,45.325928059465696
509.jpg,9,3.6797633171081543,3.6797633171081543,0.60558647,0.06290114,0.274074074074074,7,8,27,27,5.320236682891846,28.30491836198803
417.jpg,24,41.19639587402344,41.19639587402344,0.68662083,0.015329748,0.38857142857142857,12,16,35,35,17.196395874023438,295.7160310561303
603.jpg,8,1.944364309310913,1.944364309310913,0.5681414,0.3470505,0.4833333333333333,5,7,12,12,6.055635690689087,36.670723618347495
599.jpg,54,17.389930725097656,17.389930725097656,0.60903776,0.038174435,0.25625,7,10,32,32,36.610069274902344,1340.2971723131486
320.jpg,14,5.823890209197998,5.823890209197998,0.5579608,0.020442028,0.13636363636363635,3,3,22,22,8.176109790802002,66.84877131124836
203.jpg,5,0.032988160848617554,0.032988160848617554,0.37909573,0.46403074,0.2222222222222222,2,2,9,9,4.9670118391513824,24.671206610269998
570.jpg,26,20.066036224365234,20.066036224365234,0.69813085,0.0037382795,0.4,6,8,17,17,5.933963775634766,35.2119260905456
208.jpg,5,0.2557181119918823,0.2557181119918823,0.5595512,0.41030943,0.5294117647058824,9,9,17,17,4.744281888008118,22.50821063288187
068.jpg,3,0.7846707701683044,0.7846707701683044,0.412626,0.25167105,0.0769230769230769,1,1,13,13,2.2153292298316956,4.907683596546693
132.jpg,9,10.314428329467773,10.314428329467773,0.6794688,0.016819965,0.37575757575757573,12,13,33,33,1.3144283294677734,1.7277218333074416
042.jpg,6,2.7863121032714844,2.7863121032714844,0.49398598,0.12631375,0.1142857142857143,2,3,21,21,3.2136878967285156,10.32778989757935
249.jpg,8,10.228595733642578,10.228595733642578,0.9196406,0.017861681,0.8571428571428572,6,6,7,7,2.228595733642578,4.966638944009901
110.jpg,7,2.4234676361083984,2.4234676361083984,0.5496236,0.14519724,0.24444444444444446,4,5,18,18,4.576532363891602,20.94464847774725
113.jpg,5,1.063873052597046,1.063873052597046,0.5846362,0.1943639,0.36363636363636365,4,4,11,11,3.936126947402954,15.493095346071698
178.jpg,2,0.43233418464660645,0.43233418464660645,0.5651795,0.26964095,0.4,2,2,5,5,1.5676658153533936,2.45757610862762
396.jpg,32,40.036258697509766,40.036258697509766,0.71108544,0.01532904,0.4375,7,7,16,16,8.036258697509766,64.58145385330135
194.jpg,8,3.475754737854004,3.475754737854004,0.59882724,0.048499327,0.24615384615384617,6,7,26,26,4.524245262145996,20.468795192050493
258.jpg,7,5.824085712432861,5.824085712432861,0.6023283,0.0453434,0.25,4,4,16,16,1.1759142875671387,1.3827744117045313
488.jpg,38,23.752681732177734,23.752681732177734,0.56621027,0.019960374,0.1523809523809524,2,5,21,21,14.247318267822266,202.98607782462204
285.jpg,16,20.851396560668945,20.851396560668945,0.552007,0.0145044625,0.11851851851851852,6,7,54,54,4.851396560668945,23.53604858887047
195.jpg,6,2.7194089889526367,2.7194089889526367,0.65620875,0.11758247,0.43000000000000005,7,11,20,20,3.2805910110473633,10.762277381764761
360.jpg,96,48.91115188598633,48.91115188598633,0.5702213,0.0105777765,0.15102040816326534,5,11,49,49,47.08884811401367,2217.359616704649
245.jpg,5,1.564437985420227,1.564437985420227,0.58611846,0.07776305,0.25,2,2,8,8,3.435562014579773,11.803086356023428
